1,1,0.0001,169.313,0.207026747003,10
1,1,0.001,65.4196,0.127233239927,10
1,1,0.01,40.954,0.120561231404,10
1,1,0.1,38.0453,0.12703697518,10
1,2,0.0001,161.823,0.19837342893,10
1,2,0.001,51.741,0.153710923106,10
1,2,0.01,37.5528,0.14894110776,10
1,2,0.1,43.7627,0.124412031682,10
1,3,0.0001,150.424,0.192305778865,10
1,3,0.001,55.7361,0.122159253799,10
1,3,0.01,35.2101,0.118069135733,10
1,3,0.1,29.2346,0.131351680133,10
1,4,0.0001,148.019,0.192637643467,10
1,4,0.001,54.5317,0.133071221478,10
1,4,0.01,32.5924,0.119401164898,10
1,4,0.1,26.3644,0.133507747371,10
1,5,0.0001,145.519,0.190737722948,10
1,5,0.001,64.1301,0.158008908882,10
1,5,0.01,36.2188,0.111287420125,10
1,5,0.1,13.3893,0.134368327307,10
1,6,0.0001,145.1,0.191492835343,10
1,6,0.001,86.2513,0.164225185256,10
1,6,0.01,36.9957,0.112323865486,10
1,6,0.1,23.9228,0.124529412716,10
1,7,0.0001,143.731,0.18871777047,10
1,7,0.001,92.2383,0.15602198438,10
1,7,0.01,26.1946,0.132694556988,10
1,7,0.1,24.9903,0.122135239155,10
1,1,0.01,0.00831481,0.00448608591615,10
1,1,0.01,0.00977771,0.00459516224087,10
1,1,0.01,17.3236,0.140098768434,10
1,1,0.01,2.80632,0.225766607324,10
1,1,0.01,15.4433,0.178601153923,10
1,1,0.01,16.347,0.194638178058,10
1,1,0.01,15.0027,0.141048989422,10
1,1,0.01,13.2838,0.222338927263,10
1,1,0.01,14.5318,0.247958151309,10
1,1,0.01,16.3588,0.190122611987,10
1,1,0.01,17.456,0.217154961509,10
1,1,0.01,15.1639,0.337646640095,10
1,1,0.01,18.3148,0.245586656581,10
